,农林牧渔,工业,建筑业,批发和零售贸易业,交通运输,住宿和餐饮业,金融保险业,房地产业,其他
2008年12月,47925322.37,433690851,2880381.205,15854078.23,26351095.92,9485396.54,15799417.97,4136211.12,29294273.54
2009年1月,20713105.32,399443345,1440628.731,15842429.91,28299407.22,9763830.793,17343266.37,3877412.853,33429336.03
2009年2月,20713105.32,399443345,1440628.731,15842429.91,28299407.22,9763830.793,17343266.37,3877412.853,33429336.03
2009年3月,20713105.32,399443345,1440628.731,15842429.91,28299407.22,9763830.793,17343266.37,3877412.853,33429336.03
2009年4月,32378839.99,460067846,2486168.062,16486991.29,31625781.83,9340798.88,17336036.86,4438099.543,31785935.06
2009年5月,32378839.99,460067846,2486168.062,16486991.29,31625781.83,9340798.88,17336036.86,4438099.543,31785935.06
2009年6月,32378839.99,460067846,2486168.062,16486991.29,31625781.83,9340798.88,17336036.86,4438099.543,31785935.06
2009年7月,46859372.97,480859215.7,2666306.787,17070177.08,32612534.96,9955697.723,18238082.56,4392692.15,32120182.39
2009年8月,46859372.97,480859215.7,2666306.787,17070177.08,32612534.96,9955697.723,18238082.56,4392692.15,32120182.39
2009年9月,46859372.97,480859215.7,2666306.787,17070177.08,32612534.96,9955697.723,18238082.56,4392692.15,32120182.39
2009年10月,58014652,536924134.7,3326290.642,18806330.56,33747568.57,11145619.45,18841746.66,5039085.29,34177173.37
2009年11月,58014652,536924134.7,3326290.642,18806330.56,33747568.57,11145619.45,18841746.66,5039085.29,34177173.37
2009年12月,58014652,536924134.7,3326290.642,18806330.56,33747568.57,11145619.45,18841746.66,5039085.29,34177173.37
2010年1月,22774083.75,455587611,1668395.264,17889907.45,32994398.93,10856006.81,20357220.81,4646006.287,37262708.9
2010年2月,22774083.75,455587611,1668395.264,17889907.45,32994398.93,10856006.81,20357220.81,4646006.287,37262708.9
2010年3月,22774083.75,455587611,1668395.264,17889907.45,32994398.93,10856006.81,20357220.81,4646006.287,37262708.9
2010年4月,36489880.93,522789862.7,2868123.516,18730636.05,37423504.2,10580838.03,20036126.96,4940696.633,36386895.1
2010年5月,36489880.93,522789862.7,2868123.516,18730636.05,37423504.2,10580838.03,20036126.96,4940696.633,36386895.1
2010年6月,36489880.93,522789862.7,2868123.516,18730636.05,37423504.2,10580838.03,20036126.96,4940696.633,36386895.1
2010年7月,54236320.77,535055121.7,3092821.076,19499661.18,38130527.03,11704842.7,21124152.35,4939203.417,36928152.83
2010年8月,54236320.77,535055121.7,3092821.076,19499661.18,38130527.03,11704842.7,21124152.35,4939203.417,36928152.83
2010年9月,54236320.77,535055121.7,3092821.076,19499661.18,38130527.03,11704842.7,21124152.35,4939203.417,36928152.83
2010年10月,66209407.03,600416496,3916556.823,21666145.78,39012734.4,12990957.68,21860302.95,5963285.303,38959012.8
2010年11月,66209407.03,600416496,3916556.823,21666145.78,39012734.4,12990957.68,21860302.95,5963285.303,38959012.8
2010年12月,66209407.03,600416496,3916556.823,21666145.78,39012734.4,12990957.68,21860302.95,5963285.303,38959012.8
2011年1月,25010607.36,505402529.3,2914636.184,27450556.32,32156397.67,10099790.99,31135077.18,7036333.403,49234009.13
2011年2月,25010607.36,505402529.3,2914636.184,27450556.32,32156397.67,10099790.99,31135077.18,7036333.403,49234009.13
2011年3月,25010607.36,505402529.3,2914636.184,27450556.32,32156397.67,10099790.99,31135077.18,7036333.403,49234009.13
2011年4月,40652625.2,579954504.3,5019139.757,28989667.54,36468722.87,9927244.46,30178572.13,7324588.707,48901162.83
2011年5月,40652625.2,579954504.3,5019139.757,28989667.54,36468722.87,9927244.46,30178572.13,7324588.707,48901162.83
2011年6月,40652625.2,579954504.3,5019139.757,28989667.54,36468722.87,9927244.46,30178572.13,7324588.707,48901162.83
2011年7月,61229763,591220862.7,5505464.82,30381279.46,37576379.13,11062711.94,30268319.27,7285652.727,49538872.8
2011年8月,61229763,591220862.7,5505464.82,30381279.46,37576379.13,11062711.94,30268319.27,7285652.727,49538872.8
2011年9月,61229763,591220862.7,5505464.82,30381279.46,37576379.13,11062711.94,30268319.27,7285652.727,49538872.8
2011年10月,71711456.5,634721655,6769026.193,33529398.97,38150694.93,12251309.59,31061285.09,8233776.04,51351608.87
2011年11月,71711456.5,634721655,6769026.193,33529398.97,38150694.93,12251309.59,31061285.09,8233776.04,51351608.87
2011年12月,71711456.5,634721655,6769026.193,33529398.97,38150694.93,12251309.59,31061285.09,8233776.04,51351608.87
2012年1月,28747226.83,566248098.3,4246292.18,37684515.77,31386058.22,9485452.28,40608687.13,8799084.25,62274060.1
2012年2月,28747226.83,566248098.3,4246292.18,37684515.77,31386058.22,9485452.28,40608687.13,8799084.25,62274060.1
2012年3月,28747226.83,566248098.3,4246292.18,37684515.77,31386058.22,9485452.28,40608687.13,8799084.25,62274060.1
2012年4月,44025560.47,630436333,7221051.977,39277532.93,35818785.07,9275836.07,39967427.27,9447056.06,61503740.83
2012年5月,44025560.47,630436333,7221051.977,39277532.93,35818785.07,9275836.07,39967427.27,9447056.06,61503740.83
2012年6月,44025560.47,630436333,7221051.977,39277532.93,35818785.07,9275836.07,39967427.27,9447056.06,61503740.83
2012年7月,64801875.4,629898318.7,7899932.9,40709385,36337312.53,10346877.1,40435634.17,9804628.203,61383812.5
2012年8月,64801875.4,629898318.7,7899932.9,40709385,36337312.53,10346877.1,40435634.17,9804628.203,61383812.5
2012年9月,64801875.4,629898318.7,7899932.9,40709385,36337312.53,10346877.1,40435634.17,9804628.203,61383812.5
2012年10月,79924549,682166173,9503315.673,45243910.1,37602448.3,11441303.3,40896496.67,11220741.6,63353148.07
2012年11月,79924549,682166173,9503315.673,45243910.1,37602448.3,11441303.3,40896496.67,11220741.6,63353148.07
2012年12月,79924549,682166173,9503315.673,45243910.1,37602448.3,11441303.3,40896496.67,11220741.6,63353148.07
2013年1月,31591565.08,610586347.7,4898485.063,43148014.07,36537388.93,11510551.99,47438170.47,11349989.82,75315954.33
2013年2月,31591565.08,610586347.7,4898485.063,43148014.07,36537388.93,11510551.99,47438170.47,11349989.82,75315954.33
2013年3月,31591565.08,610586347.7,4898485.063,43148014.07,36537388.93,11510551.99,47438170.47,11349989.82,75315954.33
2013年4月,47621730.07,673181823,8282060.283,44916111,41018265,11253853.94,46432125.87,11762689.09,74980770.97
2013年5月,47621730.07,673181823,8282060.283,44916111,41018265,11253853.94,46432125.87,11762689.09,74980770.97
2013年6月,47621730.07,673181823,8282060.283,44916111,41018265,11253853.94,46432125.87,11762689.09,74980770.97
2013年7月,72516780.13,680683925.3,9100521.56,46850746.1,42519638.03,12540228.43,47042499.1,12105062.3,74960482.83
2013年8月,72516780.13,680683925.3,9100521.56,46850746.1,42519638.03,12540228.43,47042499.1,12105062.3,74960482.83
2013年9月,72516780.13,680683925.3,9100521.56,46850746.1,42519638.03,12540228.43,47042499.1,12105062.3,74960482.83
2013年10月,90594357.83,743723997,10985129.93,52195923.53,43521600.37,13863617.43,47320107.23,13610509.66,77200467.67
2013年11月,90594357.83,743723997,10985129.93,52195923.53,43521600.37,13863617.43,47320107.23,13610509.66,77200467.67
2013年12月,90594357.83,743723997,10985129.93,52195923.53,43521600.37,13863617.43,47320107.23,13610509.66,77200467.67
2014年1月,34529992.33,656581344,5611492.833,48955963.13,41188984.77,13556050.87,54105221.9,13607883.11,88276933.73
2014年2月,34529992.33,656581344,5611492.833,48955963.13,41188984.77,13556050.87,54105221.9,13607883.11,88276933.73
2014年3月,34529992.33,656581344,5611492.833,48955963.13,41188984.77,13556050.87,54105221.9,13607883.11,88276933.73
2014年4月,53458387.3,728559102.7,9419596.687,51061984.4,46926140.7,13262707.83,52102223.7,14085705,88179803
2014年5月,53458387.3,728559102.7,9419596.687,51061984.4,46926140.7,13262707.83,52102223.7,14085705,88179803
2014年6月,53458387.3,728559102.7,9419596.687,51061984.4,46926140.7,13262707.83,52102223.7,14085705,88179803
2014年7月,80745843.33,734440461.7,10286119.28,52892041.97,48321471.27,14708322.91,53215000.5,14306297.14,88714915.83
2014年8月,80745843.33,734440461.7,10286119.28,52892041.97,48321471.27,14708322.91,53215000.5,14306297.14,88714915.83
2014年9月,80745843.33,734440461.7,10286119.28,52892041.97,48321471.27,14708322.91,53215000.5,14306297.14,88714915.83
2014年10月,98414545.47,788023544,12344587.43,58395929.2,49614434.13,16260467.84,55134654.9,16384830.05,91228098.93
2014年11月,98414545.47,788023544,12344587.43,58395929.2,49614434.13,16260467.84,55134654.9,16384830.05,91228098.93
2014年12月,98414545.47,788023544,12344587.43,58395929.2,49614434.13,16260467.84,55134654.9,16384830.05,91228098.93
2015年1月,37497823.97,707057531.3,6473042.59,54422553.7,46528291,15520466.54,60371999.3,15092573.83,101119039.8
2015年2月,37497823.97,707057531.3,6473042.59,54422553.7,46528291,15520466.54,60371999.3,15092573.83,101119039.8
2015年3月,37497823.97,707057531.3,6473042.59,54422553.7,46528291,15520466.54,60371999.3,15092573.83,101119039.8
2015年4月,59983444.77,784503003,10543075.22,56749409.57,52621614.97,15191300.12,59805519.77,16691454.05,100981715.8
2015年5月,59983444.77,784503003,10543075.22,56749409.57,52621614.97,15191300.12,59805519.77,16691454.05,100981715.8
2015年6月,59983444.77,784503003,10543075.22,56749409.57,52621614.97,15191300.12,59805519.77,16691454.05,100981715.8
2015年7月,86535541.33,780074562.7,11344929.77,59043923.8,54035807.2,16975813.81,60145664.2,16998814.39,102659887.1
2015年8月,86535541.33,780074562.7,11344929.77,59043923.8,54035807.2,16975813.81,60145664.2,16998814.39,102659887.1
2015年9月,86535541.33,780074562.7,11344929.77,59043923.8,54035807.2,16975813.81,60145664.2,16998814.39,102659887.1
2015年10月,107956736.7,835398990.3,13696425.9,65285155.6,55319511.17,18718237.37,60558116.07,19158635.21,105581470.3
2015年11月,107956736.7,835398990.3,13696425.9,65285155.6,55319511.17,18718237.37,60558116.07,19158635.21,105581470.3
2015年12月,107956736.7,835398990.3,13696425.9,65285155.6,55319511.17,18718237.37,60558116.07,19158635.21,105581470.3
2016年1月,39929331.83,668781196.3,5807912.59,56955840.8,50413247.23,17294078.84,62243424.3,19799426.23,111852606.3
2016年2月,39929331.83,668781196.3,5807912.59,56955840.8,50413247.23,17294078.84,62243424.3,19799426.23,111852606.3
2016年3月,39929331.83,668781196.3,5807912.59,56955840.8,50413247.23,17294078.84,62243424.3,19799426.23,111852606.3
2016年4月,60111718.73,758167363,9683944.22,59769572.57,58237989.8,16917387.98,60098232.6,21425600.86,111820633.6
2016年5月,60111718.73,758167363,9683944.22,59769572.57,58237989.8,16917387.98,60098232.6,21425600.86,111820633.6
2016年6月,60111718.73,758167363,9683944.22,59769572.57,58237989.8,16917387.98,60098232.6,21425600.86,111820633.6
2016年7月,83688709.33,771418019.7,10377332.52,62586346.97,60320375.3,18879115.74,60640718.2,22137348.38,113173949.6
2016年8月,83688709.33,771418019.7,10377332.52,62586346.97,60320375.3,18879115.74,60640718.2,22137348.38,113173949.6
2016年9月,83688709.33,771418019.7,10377332.52,62586346.97,60320375.3,18879115.74,60640718.2,22137348.38,113173949.6
2016年10月,104035135.7,859845872,12659872.85,69926120,62918091.53,20876718.82,60320176.97,24324006.63,118747076.5
2016年11月,104035135.7,859845872,12659872.85,69926120,62918091.53,20876718.82,60320176.97,24324006.63,118747076.5
2016年12月,104035135.7,859845872,12659872.85,69926120,62918091.53,20876718.82,60320176.97,24324006.63,118747076.5
2017年1月,37695526.87,666255461.3,5273935.697,60299258.63,55663164,19150275.5,63506733.83,24553447.08,121910895.8
2017年2月,37695526.87,666255461.3,5273935.697,60299258.63,55663164,19150275.5,63506733.83,24553447.08,121910895.8
2017年3月,37695526.87,666255461.3,5273935.697,60299258.63,55663164,19150275.5,63506733.83,24553447.08,121910895.8
2017年4月,57904939.13,744908637.3,8809376,63101185.07,64624833.7,18632598.04,60086749.87,26457952.98,122618454.1
2017年5月,57904939.13,744908637.3,8809376,63101185.07,64624833.7,18632598.04,60086749.87,26457952.98,122618454.1
2017年6月,57904939.13,744908637.3,8809376,63101185.07,64624833.7,18632598.04,60086749.87,26457952.98,122618454.1
2017年7月,83076804.93,758334534,9423307.497,65918017.1,66625943.17,20785616.43,61731752.67,26450237.09,125045966.3
2017年8月,83076804.93,758334534,9423307.497,65918017.1,66625943.17,20785616.43,61731752.67,26450237.09,125045966.3
2017年9月,83076804.93,758334534,9423307.497,65918017.1,66625943.17,20785616.43,61731752.67,26450237.09,125045966.3
2017年10月,104878973.6,839888596,11493943.64,73656609.33,68360238.07,22960294.96,60399379.97,29969809.16,131270521.7
2017年11月,104878973.6,839888596,11493943.64,73656609.33,68360238.07,22960294.96,60399379.97,29969809.16,131270521.7
2017年12月,104878973.6,839888596,11493943.64,73656609.33,68360238.07,22960294.96,60399379.97,29969809.16,131270521.7
