,农林牧渔,工业,建筑业,批发和零售贸易业,交通运输,住宿和餐饮业,金融保险业,房地产业,其他
2003年5月,12738401.45,47164978.5,6431115.353,8890241.247,6781464.763,2620758.572,4050625.377,4632762.01,19404541.66
2003年6月,12738401.45,47164978.5,6431115.353,8890241.247,6781464.763,2620758.572,4050625.377,4632762.01,19404541.66
2003年7月,18562205.71,50352139.13,7039725.197,8789034.38,6266478.723,2842111.218,4205466.677,5340087.943,19095935.41
2003年8月,18562205.71,50352139.13,7039725.197,8789034.38,6266478.723,2842111.218,4205466.677,5340087.943,19095935.41
2003年9月,18562205.71,50352139.13,7039725.197,8789034.38,6266478.723,2842111.218,4205466.677,5340087.943,19095935.41
2003年10月,23035212.93,54674906.13,8797241.377,8989532.53,8174093.23,2724694.991,4570984.243,6370733.49,20829338.36
2003年11月,23035212.93,54674906.13,8797241.377,8989532.53,8174093.23,2724694.991,4570984.243,6370733.49,20829338.36
2003年12月,23035212.93,54674906.13,8797241.377,8989532.53,8174093.23,2724694.991,4570984.243,6370733.49,20829338.36
2004年1月,8790111.027,48870391.83,4253557.217,9628871.843,7399881.213,3071519.363,5135586.453,5530444.523,24000308.68
2004年2月,8790111.027,48870391.83,4253557.217,9628871.843,7399881.213,3071519.363,5135586.453,5530444.523,24000308.68
2004年3月,8790111.027,48870391.83,4253557.217,9628871.843,7399881.213,3071519.363,5135586.453,5530444.523,24000308.68
2004年4月,14205098.26,55362009.33,7429008.12,10145433.87,8139595.24,3066731.336,4410788.503,5445183.077,22626676.73
2004年5月,14205098.26,55362009.33,7429008.12,10145433.87,8139595.24,3066731.336,4410788.503,5445183.077,22626676.73
2004年6月,14205098.26,55362009.33,7429008.12,10145433.87,8139595.24,3066731.336,4410788.503,5445183.077,22626676.73
2004年7月,21157312.52,59016469.93,8237416.727,10000485.2,7322791.98,3172409.933,4575541.77,6115045.9,21706972.93
2004年8月,21157312.52,59016469.93,8237416.727,10000485.2,7322791.98,3172409.933,4575541.77,6115045.9,21706972.93
2004年9月,21157312.52,59016469.93,8237416.727,10000485.2,7322791.98,3172409.933,4575541.77,6115045.9,21706972.93
2004年10月,25593738.63,64829486.1,9926449.947,10615301.03,9023551.79,3223026.219,5090177.427,7204422.2,22230632.03
2004年11月,25593738.63,64829486.1,9926449.947,10615301.03,9023551.79,3223026.219,5090177.427,7204422.2,22230632.03
2004年12月,25593738.63,64829486.1,9926449.947,10615301.03,9023551.79,3223026.219,5090177.427,7204422.2,22230632.03
2005年1月,10246575.08,56190886.1,4715238.32,10786488.31,8649540.68,3492776.637,5436892.94,6441361.66,26684062.22
2005年2月,10246575.08,56190886.1,4715238.32,10786488.31,8649540.68,3492776.637,5436892.94,6441361.66,26684062.22
2005年3月,10246575.08,56190886.1,4715238.32,10786488.31,8649540.68,3492776.637,5436892.94,6441361.66,26684062.22
2005年4月,15681362.9,63425971.27,8343419.01,11172123.76,9708177.563,3449466.74,4722421.343,6302712.353,24639426.04
2005年5月,15681362.9,63425971.27,8343419.01,11172123.76,9708177.563,3449466.74,4722421.343,6302712.353,24639426.04
2005年6月,15681362.9,63425971.27,8343419.01,11172123.76,9708177.563,3449466.74,4722421.343,6302712.353,24639426.04
2005年7月,22952218.4,67273757.67,9008255.27,11132397.49,8600789.893,3506435.91,5061963.86,6798675.173,24100090.37
2005年8月,22952218.4,67273757.67,9008255.27,11132397.49,8600789.893,3506435.91,5061963.86,6798675.173,24100090.37
2005年9月,22952218.4,67273757.67,9008255.27,11132397.49,8600789.893,3506435.91,5061963.86,6798675.173,24100090.37
2005年10月,28021302.15,74381823.3,11712095.95,12024139.09,9160069.753,3529423.473,5802834.957,7937024.843,25636910.5
2005年11月,28021302.15,74381823.3,11712095.95,12024139.09,9160069.753,3529423.473,5802834.957,7937024.843,25636910.5
2005年12月,28021302.15,74381823.3,11712095.95,12024139.09,9160069.753,3529423.473,5802834.957,7937024.843,25636910.5
2006年1月,11238097.58,70736188.4,5784303.77,12260863.24,10129983.26,3999016.14,8136054.447,8003689.917,30140331.26
2006年2月,11238097.58,70736188.4,5784303.77,12260863.24,10129983.26,3999016.14,8136054.447,8003689.917,30140331.26
2006年3月,11238097.58,70736188.4,5784303.77,12260863.24,10129983.26,3999016.14,8136054.447,8003689.917,30140331.26
2006年4月,17602323.6,81077772.03,10019505.59,12740979.78,11164591.84,3930793.237,7487492.51,7974136.4,28348373.27
2006年5月,17602323.6,81077772.03,10019505.59,12740979.78,11164591.84,3930793.237,7487492.51,7974136.4,28348373.27
2006年6月,17602323.6,81077772.03,10019505.59,12740979.78,11164591.84,3930793.237,7487492.51,7974136.4,28348373.27
2006年7月,25573119.44,85023431,10893535.64,12720443.36,10239093.86,4114418.067,7854659.057,8267679.19,27777862.1
2006年8月,25573119.44,85023431,10893535.64,12720443.36,10239093.86,4114418.067,7854659.057,8267679.19,27777862.1
2006年9月,25573119.44,85023431,10893535.64,12720443.36,10239093.86,4114418.067,7854659.057,8267679.19,27777862.1
2006年10月,31802119.56,93768542.53,14381407.13,13722993.9,11497220.27,4222692.227,9418993.087,10026279.44,29691713.44
2006年11月,31802119.56,93768542.53,14381407.13,13722993.9,11497220.27,4222692.227,9418993.087,10026279.44,29691713.44
2006年12月,31802119.56,93768542.53,14381407.13,13722993.9,11497220.27,4222692.227,9418993.087,10026279.44,29691713.44
2007年1月,12097067.66,85592297.37,6831824.843,13422690.6,11470194.8,4422460.027,10988616.05,8943737.743,32954592.77
2007年2月,12097067.66,85592297.37,6831824.843,13422690.6,11470194.8,4422460.027,10988616.05,8943737.743,32954592.77
2007年3月,12097067.66,85592297.37,6831824.843,13422690.6,11470194.8,4422460.027,10988616.05,8943737.743,32954592.77
2007年4月,19060369.08,98408242.93,11804866.3,14171737,13045239.29,4333830.223,10866968.69,9664770.27,31439931.87
2007年5月,19060369.08,98408242.93,11804866.3,14171737,13045239.29,4333830.223,10866968.69,9664770.27,31439931.87
2007年6月,19060369.08,98408242.93,11804866.3,14171737,13045239.29,4333830.223,10866968.69,9664770.27,31439931.87
2007年7月,28749359.29,102917868.8,12684612.68,14308855.25,11793342.23,4570287.853,11481685.54,10238482.2,31788204.04
2007年8月,28749359.29,102917868.8,12684612.68,14308855.25,11793342.23,4570287.853,11481685.54,10238482.2,31788204.04
2007年9月,28749359.29,102917868.8,12684612.68,14308855.25,11793342.23,4570287.853,11481685.54,10238482.2,31788204.04
2007年10月,35624118.57,113021020.5,17057182.32,15871782.62,13634085.71,5229158.477,11433380.05,12217129.59,34673048.67
2007年11月,35624118.57,113021020.5,17057182.32,15871782.62,13634085.71,5229158.477,11433380.05,12217129.59,34673048.67
2007年12月,35624118.57,113021020.5,17057182.32,15871782.62,13634085.71,5229158.477,11433380.05,12217129.59,34673048.67
2008年1月,14756198.15,99870337.73,8881786.283,16692390.96,13052643.86,5167062.99,13088101.49,12684538.47,41139698.2
2008年2月,14756198.15,99870337.73,8881786.283,16692390.96,13052643.86,5167062.99,13088101.49,12684538.47,41139698.2
2008年3月,14756198.15,99870337.73,8881786.283,16692390.96,13052643.86,5167062.99,13088101.49,12684538.47,41139698.2
2008年4月,22918633.93,115966109.2,15388253.2,17874327.03,14698811.48,4950680.337,12754582.08,13045778.42,39117868.93
2008年5月,22918633.93,115966109.2,15388253.2,17874327.03,14698811.48,4950680.337,12754582.08,13045778.42,39117868.93
2008年6月,22918633.93,115966109.2,15388253.2,17874327.03,14698811.48,4950680.337,12754582.08,13045778.42,39117868.93
2008年7月,32798706.92,117434957.5,16114337.67,18302713.13,13362159.59,5313790.423,13350628.5,12434810.15,39596739.23
2008年8月,32798706.92,117434957.5,16114337.67,18302713.13,13362159.59,5313790.423,13350628.5,12434810.15,39596739.23
2008年9月,32798706.92,117434957.5,16114337.67,18302713.13,13362159.59,5313790.423,13350628.5,12434810.15,39596739.23
2008年10月,38250847.13,119743639,21491047.42,19597003.7,13772946.99,5903924.933,13965509.64,14523939.1,41701520
2008年11月,38250847.13,119743639,21491047.42,19597003.7,13772946.99,5903924.933,13965509.64,14523939.1,41701520
2008年12月,38250847.13,119743639,21491047.42,19597003.7,13772946.99,5903924.933,13965509.64,14523939.1,41701520
2009年1月,15986336.06,107683832.1,10946592.57,20244512.44,13407346.65,5856345.83,14875259.62,14051503.57,48869571.63
2009年2月,15986336.06,107683832.1,10946592.57,20244512.44,13407346.65,5856345.83,14875259.62,14051503.57,48869571.63
2009年3月,15986336.06,107683832.1,10946592.57,20244512.44,13407346.65,5856345.83,14875259.62,14051503.57,48869571.63
2009年4月,24989928.33,124027272.8,18891105.13,21068175.92,14983275.69,5602611.287,14869058.9,16083397.34,46467121.83
2009年5月,24989928.33,124027272.8,18891105.13,21068175.92,14983275.69,5602611.287,14869058.9,16083397.34,46467121.83
2009年6月,24989928.33,124027272.8,18891105.13,21068175.92,14983275.69,5602611.287,14869058.9,16083397.34,46467121.83
2009年7月,36165976.7,129632308.8,20259886.13,21813409.57,15450767.5,5971427.62,15642740.38,15918843.77,46955750.23
2009年8月,36165976.7,129632308.8,20259886.13,21813409.57,15450767.5,5971427.62,15642740.38,15918843.77,46955750.23
2009年9月,36165976.7,129632308.8,20259886.13,21813409.57,15450767.5,5971427.62,15642740.38,15918843.77,46955750.23
2009年10月,44775600.23,144746555.7,25274762.07,24031982.16,15988509.83,6685142.687,16160501,18261332.39,49962817.67
2009年11月,44775600.23,144746555.7,25274762.07,24031982.16,15988509.83,6685142.687,16160501,18261332.39,49962817.67
2009年12月,44775600.23,144746555.7,25274762.07,24031982.16,15988509.83,6685142.687,16160501,18261332.39,49962817.67
2010年1月,17122348.61,120514236.8,12841806.71,23424254.04,14483413.14,6328950.957,17075183.52,17219708.63,55557705.63
2010年2月,17122348.61,120514236.8,12841806.71,23424254.04,14483413.14,6328950.957,17075183.52,17219708.63,55557705.63
2010年3月,17122348.61,120514236.8,12841806.71,23424254.04,14483413.14,6328950.957,17075183.52,17219708.63,55557705.63
2010年4月,27434362.18,138290901.1,22076236.13,24525066.91,16427638.93,6168530.117,16805857.15,18311933.13,54251890.57
2010年5月,27434362.18,138290901.1,22076236.13,24525066.91,16427638.93,6168530.117,16805857.15,18311933.13,54251890.57
2010年6月,27434362.18,138290901.1,22076236.13,24525066.91,16427638.93,6168530.117,16805857.15,18311933.13,54251890.57
2010年7月,40776753.17,141535366.7,23805755.92,25531994.43,16737997.78,6823814.38,17718468.62,18306398.75,55058891.43
2010年8月,40776753.17,141535366.7,23805755.92,25531994.43,16737997.78,6823814.38,17718468.62,18306398.75,55058891.43
2010年9月,40776753.17,141535366.7,23805755.92,25531994.43,16737997.78,6823814.38,17718468.62,18306398.75,55058891.43
2010年10月,49778536.03,158825073.4,30146133.09,28368693.6,17125256.66,7573607.447,18335935.35,22102000.96,58086849.53
2010年11月,49778536.03,158825073.4,30146133.09,28368693.6,17125256.66,7573607.447,18335935.35,22102000.96,58086849.53
2010年12月,49778536.03,158825073.4,30146133.09,28368693.6,17125256.66,7573607.447,18335935.35,22102000.96,58086849.53
2011年1月,19496841.73,136653993.5,15256145.28,20333872.29,25715518.8,6837657.947,23765500.06,21205418.55,65376162.4
2011年2月,19496841.73,136653993.5,15256145.28,20333872.29,25715518.8,6837657.947,23765500.06,21205418.55,65376162.4
2011年3月,19496841.73,136653993.5,15256145.28,20333872.29,25715518.8,6837657.947,23765500.06,21205418.55,65376162.4
2011年4月,31690465.9,156811837,26271795.35,21473961.79,29164091.64,6720842.247,23035396.81,22074134.39,64934187.13
2011年5月,31690465.9,156811837,26271795.35,21473961.79,29164091.64,6720842.247,23035396.81,22074134.39,64934187.13
2011年6月,31690465.9,156811837,26271795.35,21473961.79,29164091.64,6720842.247,23035396.81,22074134.39,64934187.13
2011年7月,47731227.83,159858107.6,28817377.48,22504791.86,30049885.98,7489564.913,23103901.08,21956792.93,65780980.47
2011年8月,47731227.83,159858107.6,28817377.48,22504791.86,30049885.98,7489564.913,23103901.08,21956792.93,65780980.47
2011年9月,47731227.83,159858107.6,28817377.48,22504791.86,30049885.98,7489564.913,23103901.08,21956792.93,65780980.47
2011年10月,55902157.73,171620132.3,35431265.03,24836746.78,30509167.18,8294257.223,23709174.33,24814154.92,68188050.87
2011年11月,55902157.73,171620132.3,35431265.03,24836746.78,30509167.18,8294257.223,23709174.33,24814154.92,68188050.87
2011年12月,55902157.73,171620132.3,35431265.03,24836746.78,30509167.18,8294257.223,23709174.33,24814154.92,68188050.87
2012年1月,23067834.69,155902475.2,18044227.48,17683653.7,36936246.13,7436350.9,29418396.32,23338065.21,76579701.17
2012年2月,23067834.69,155902475.2,18044227.48,17683653.7,36936246.13,7436350.9,29418396.32,23338065.21,76579701.17
2012年3月,23067834.69,155902475.2,18044227.48,17683653.7,36936246.13,7436350.9,29418396.32,23338065.21,76579701.17
2012年4月,35327732.9,173575125.6,30685195.22,18431185.23,42152839.1,7272017.177,28953844.57,25056699.54,75632423.63
2012年5月,35327732.9,173575125.6,30685195.22,18431185.23,42152839.1,7272017.177,28953844.57,25056699.54,75632423.63
2012年6月,35327732.9,173575125.6,30685195.22,18431185.23,42152839.1,7272017.177,28953844.57,25056699.54,75632423.63
2012年7月,51999414,173426996.6,33570037.17,19103089.21,42763060.93,8111685.827,29293030.53,26005098.46,75484945.27
2012年8月,51999414,173426996.6,33570037.17,19103089.21,42763060.93,8111685.827,29293030.53,26005098.46,75484945.27
2012年9月,51999414,173426996.6,33570037.17,19103089.21,42763060.93,8111685.827,29293030.53,26005098.46,75484945.27
2012年10月,64134404.83,187817663.6,40383464.57,21230938.55,44251918.37,8969687.853,29626895.93,29761096.91,77906677.97
2012年11月,64134404.83,187817663.6,40383464.57,21230938.55,44251918.37,8969687.853,29626895.93,29761096.91,77906677.97
2012年12月,64134404.83,187817663.6,40383464.57,21230938.55,44251918.37,8969687.853,29626895.93,29761096.91,77906677.97
2013年1月,24280767.75,161512321.5,19657273.17,19562791.39,41155747.83,8122816.62,35911948.17,26911678.3,87288913.33
2013年2月,24280767.75,161512321.5,19657273.17,19562791.39,41155747.83,8122816.62,35911948.17,26911678.3,87288913.33
2013年3月,24280767.75,161512321.5,19657273.17,19562791.39,41155747.83,8122816.62,35911948.17,26911678.3,87288913.33
2013年4月,36601294.2,178070078.9,33235320.56,20364425.31,46203010.7,7941668.82,35150345.83,27890219.26,86900445.97
2013年5月,36601294.2,178070078.9,33235320.56,20364425.31,46203010.7,7941668.82,35150345.83,27890219.26,86900445.97
2013年6月,36601294.2,178070078.9,33235320.56,20364425.31,46203010.7,7941668.82,35150345.83,27890219.26,86900445.97
2013年7月,55735228.43,180054535.2,36519747.63,21241565.64,47894158.63,8849443.19,35612414.47,28702011.87,86876932.6
2013年8月,55735228.43,180054535.2,36519747.63,21241565.64,47894158.63,8849443.19,35612414.47,28702011.87,86876932.6
2013年9月,55735228.43,180054535.2,36519747.63,21241565.64,47894158.63,8849443.19,35612414.47,28702011.87,86876932.6
2013年10月,69629363.33,196729897.1,44082547.37,23665004.89,49022769.9,9783338.12,35822571.17,32271540.61,89473007.3
2013年11月,69629363.33,196729897.1,44082547.37,23665004.89,49022769.9,9783338.12,35822571.17,32271540.61,89473007.3
2013年12月,69629363.33,196729897.1,44082547.37,23665004.89,49022769.9,9783338.12,35822571.17,32271540.61,89473007.3
2014年1月,25587500.19,167557543.5,21501283.39,21597142.85,44819349.8,8821571.68,42289707.93,29690964.28,97955230.17
2014年2月,25587500.19,167557543.5,21501283.39,21597142.85,44819349.8,8821571.68,42289707.93,29690964.28,97955230.17
2014年3月,25587500.19,167557543.5,21501283.39,21597142.85,44819349.8,8821571.68,42289707.93,29690964.28,97955230.17
2014年4月,39613866.13,185926046.5,36092609.2,22526223.58,51062174.17,8630679.313,40724125.03,30733521.2,97847450.47
2014年5月,39613866.13,185926046.5,36092609.2,22526223.58,51062174.17,8630679.313,40724125.03,30733521.2,97847450.47
2014年6月,39613866.13,185926046.5,36092609.2,22526223.58,51062174.17,8630679.313,40724125.03,30733521.2,97847450.47
2014年7月,59834484.17,187426951.3,39412821.57,23333561.69,52580488.1,9571410.297,41593893.3,31214829.96,98441230.73
2014年8月,59834484.17,187426951.3,39412821.57,23333561.69,52580488.1,9571410.297,41593893.3,31214829.96,98441230.73
2014年9月,59834484.17,187426951.3,39412821.57,23333561.69,52580488.1,9571410.297,41593893.3,31214829.96,98441230.73
2014年10月,72927389.47,201101189.4,47300153.57,25761626.25,53987411.7,10581465.35,43094333.07,35749969.3,101229948.2
2014年11月,72927389.47,201101189.4,47300153.57,25761626.25,53987411.7,10581465.35,43094333.07,35749969.3,101229948.2
2014年12月,72927389.47,201101189.4,47300153.57,25761626.25,53987411.7,10581465.35,43094333.07,35749969.3,101229948.2
2015年1月,26928980.63,174693166.5,23874304.15,23479778.08,49232432.23,9468598.937,48348176.4,30878408.79,108528246.6
2015年2月,26928980.63,174693166.5,23874304.15,23479778.08,49232432.23,9468598.937,48348176.4,30878408.79,108528246.6
2015年3月,26928980.63,174693166.5,23874304.15,23479778.08,49232432.23,9468598.937,48348176.4,30878408.79,108528246.6
2015年4月,43076980.23,193827669.7,38885667.9,24483664.44,55679889.3,9267783.787,47894518.2,34149612.07,108380860.6
2015年5月,43076980.23,193827669.7,38885667.9,24483664.44,55679889.3,9267783.787,47894518.2,34149612.07,108380860.6
2015年6月,43076980.23,193827669.7,38885667.9,24483664.44,55679889.3,9267783.787,47894518.2,34149612.07,108380860.6
2015年7月,62145310.57,192733532.1,41843120.9,25473597.51,57176271.87,10356465.27,48166918.7,34778451,110181995.1
2015年8月,62145310.57,192733532.1,41843120.9,25473597.51,57176271.87,10356465.27,48166918.7,34778451,110181995.1
2015年9月,62145310.57,192733532.1,41843120.9,25473597.51,57176271.87,10356465.27,48166918.7,34778451,110181995.1
2015年10月,77528895.37,206402574.6,50516064.6,28166281.48,58534582.4,11419468.74,48497225.73,39197301.7,113317648.8
2015年11月,77528895.37,206402574.6,50516064.6,28166281.48,58534582.4,11419468.74,48497225.73,39197301.7,113317648.8
2015年12月,77528895.37,206402574.6,50516064.6,28166281.48,58534582.4,11419468.74,48497225.73,39197301.7,113317648.8
2016年1月,29683869.84,185044184.6,25584496.02,29303311.54,51904605.73,10097832.02,47713930.3,37648846.23,125834308.2
2016年2月,29683869.84,185044184.6,25584496.02,29303311.54,51904605.73,10097832.02,47713930.3,37648846.23,125834308.2
2016年3月,29683869.84,185044184.6,25584496.02,29303311.54,51904605.73,10097832.02,47713930.3,37648846.23,125834308.2
2016年4月,44687660.7,209776324.7,42658843.2,30750953.4,59960825.1,9877886.16,46069491.1,40741036.77,125798338.9
2016年5月,44687660.7,209776324.7,42658843.2,30750953.4,59960825.1,9877886.16,46069491.1,40741036.77,125798338.9
2016年6月,44687660.7,209776324.7,42658843.2,30750953.4,59960825.1,9877886.16,46069491.1,40741036.77,125798338.9
2016年7月,62215034.4,213442631.4,45713295.2,32200160.65,62104813.13,11023318.51,46485344.2,42094433.2,127320820.8
2016年8月,62215034.4,213442631.4,45713295.2,32200160.65,62104813.13,11023318.51,46485344.2,42094433.2,127320820.8
2016年9月,62215034.4,213442631.4,45713295.2,32200160.65,62104813.13,11023318.51,46485344.2,42094433.2,127320820.8
2016年10月,77340773.9,237909616.9,55768137.23,35976413.5,64779376.73,12189698.09,46239626.97,46252390.07,133590595
2016年11月,77340773.9,237909616.9,55768137.23,35976413.5,64779376.73,12189698.09,46239626.97,46252390.07,133590595
2016年12月,77340773.9,237909616.9,55768137.23,35976413.5,64779376.73,12189698.09,46239626.97,46252390.07,133590595
2017年1月,29003780.72,204718795.3,27775121.59,35508512.5,56012466.07,10773254.05,46548994.9,44446092.57,142316659.5
2017年2月,29003780.72,204718795.3,27775121.59,35508512.5,56012466.07,10773254.05,46548994.9,44446092.57,142316659.5
2017年3月,29003780.72,204718795.3,27775121.59,35508512.5,56012466.07,10773254.05,46548994.9,44446092.57,142316659.5
2017年4月,44553354.13,228886377.2,46394477.23,37158487.03,65030372.77,10482027.39,44042224.23,47893585.9,143142650.8
2017年5月,44553354.13,228886377.2,46394477.23,37158487.03,65030372.77,10482027.39,44042224.23,47893585.9,143142650.8
2017年6月,44553354.13,228886377.2,46394477.23,37158487.03,65030372.77,10482027.39,44042224.23,47893585.9,143142650.8
2017年7月,63921150.2,233011721.8,49627740.37,38817239,67044039.77,11693237.86,45247973.97,47879618.8,145976486.3
2017年8月,63921150.2,233011721.8,49627740.37,38817239,67044039.77,11693237.86,45247973.97,47879618.8,145976486.3
2017年9月,63921150.2,233011721.8,49627740.37,38817239,67044039.77,11693237.86,45247973.97,47879618.8,145976486.3
2017年10月,80696225.97,258070652.4,60532721.77,43374275.13,68789217.87,12916633.54,44271375.03,54250668.27,153242924
2017年11月,80696225.97,258070652.4,60532721.77,43374275.13,68789217.87,12916633.54,44271375.03,54250668.27,153242924
2017年12月,80696225.97,258070652.4,60532721.77,43374275.13,68789217.87,12916633.54,44271375.03,54250668.27,153242924
