,农林牧渔,工业,建筑业,批发和零售贸易业,交通运输,住宿和餐饮业,金融保险业,房地产业,其他
2008年1月,10443569.04,342122661.3,27448441.11,9077446.89,17104362.03,8638265.253,6402846.057,3276899.74,42052633.37
2008年2月,10443569.04,342122661.3,27448441.11,9077446.89,17104362.03,8638265.253,6402846.057,3276899.74,42052633.37
2008年3月,10443569.04,342122661.3,27448441.11,9077446.89,17104362.03,8638265.253,6402846.057,3276899.74,42052633.37
2008年4月,16220460.94,397261437,47556150.1,9720192.557,19261522.48,8276518.017,6239684.62,3370221.787,39985937.5
2008年5月,16220460.94,397261437,47556150.1,9720192.557,19261522.48,8276518.017,6239684.62,3370221.787,39985937.5
2008年6月,16220460.94,397261437,47556150.1,9720192.557,19261522.48,8276518.017,6239684.62,3370221.787,39985937.5
2008年7月,23212995.41,402293224.3,49800055.33,9953152.117,17509955.65,8883563.307,6531277.213,3212385.398,40475434.43
2008年8月,23212995.41,402293224.3,49800055.33,9953152.117,17509955.65,8883563.307,6531277.213,3212385.398,40475434.43
2008年9月,23212995.41,402293224.3,49800055.33,9953152.117,17509955.65,8883563.307,6531277.213,3212385.398,40475434.43
2008年10月,27071699.55,410202002,66416341.33,10656996.99,18048257.05,9870146.68,6832083.967,3752087.027,42626922.63
2008年11月,27071699.55,410202002,66416341.33,10656996.99,18048257.05,9870146.68,6832083.967,3752087.027,42626922.63
2008年12月,27071699.55,410202002,66416341.33,10656996.99,18048257.05,9870146.68,6832083.967,3752087.027,42626922.63
2009年1月,11335802.3,380336935,32205060.74,9402871.847,19201836.01,9837309.2,7696871.107,4159592.2,47695280.5
2009年2月,11335802.3,380336935,32205060.74,9402871.847,19201836.01,9837309.2,7696871.107,4159592.2,47695280.5
2009年3月,11335802.3,380336935,32205060.74,9402871.847,19201836.01,9837309.2,7696871.107,4159592.2,47695280.5
2009年4月,17720188.41,438061609.3,55577951.27,9785434.883,21458862.08,9411093.733,7693662.677,4761082.953,45350559.37
2009年5月,17720188.41,438061609.3,55577951.27,9785434.883,21458862.08,9411093.733,7693662.677,4761082.953,45350559.37
2009年6月,17720188.41,438061609.3,55577951.27,9785434.883,21458862.08,9411093.733,7693662.677,4761082.953,45350559.37
2009年7月,25645048.38,457858473.7,59604928.17,10131569.99,22128398.08,10030620.04,8093986.893,4712371.033,45827446.5
2009年8月,25645048.38,457858473.7,59604928.17,10131569.99,22128398.08,10030620.04,8093986.893,4712371.033,45827446.5
2009年9月,25645048.38,457858473.7,59604928.17,10131569.99,22128398.08,10030620.04,8093986.893,4712371.033,45827446.5
2009年10月,31750073.95,511241662.3,74358778.13,11162019.79,22898545.99,11229496.61,8361890.57,5405805.537,48762256.83
2009年11月,31750073.95,511241662.3,74358778.13,11162019.79,22898545.99,11229496.61,8361890.57,5405805.537,48762256.83
2009年12月,31750073.95,511241662.3,74358778.13,11162019.79,22898545.99,11229496.61,8361890.57,5405805.537,48762256.83
2010年1月,12159969.79,436033306,36453939.67,9557398.437,22237448.75,10671217.29,9201397.94,5547721.18,52361985.97
2010年2月,12159969.79,436033306,36453939.67,9557398.437,22237448.75,10671217.29,9201397.94,5547721.18,52361985.97
2010年3月,12159969.79,436033306,36453939.67,9557398.437,22237448.75,10671217.29,9201397.94,5547721.18,52361985.97
2010年4月,19483367.79,500351165.3,62667644.7,10006544.32,25222561.51,10400732.39,9056264.557,5899606.167,51131282.33
2010年5月,19483367.79,500351165.3,62667644.7,10006544.32,25222561.51,10400732.39,9056264.557,5899606.167,51131282.33
2010年6月,19483367.79,500351165.3,62667644.7,10006544.32,25222561.51,10400732.39,9056264.557,5899606.167,51131282.33
2010年7月,28958882.81,512089986.3,67577219.47,10417383.76,25699078.27,11505604.41,9548048.513,5897823.143,51891863.9
2010年8月,28958882.81,512089986.3,67577219.47,10417383.76,25699078.27,11505604.41,9548048.513,5897823.143,51891863.9
2010年9月,28958882.81,512089986.3,67577219.47,10417383.76,25699078.27,11505604.41,9548048.513,5897823.143,51891863.9
2010年10月,35351779.6,574645981,85575600.23,11574793.69,26293665.3,12769827.31,9880786.2,7120662.81,54745651.67
2010年11月,35351779.6,574645981,85575600.23,11574793.69,26293665.3,12769827.31,9880786.2,7120662.81,54745651.67
2010年12月,35351779.6,574645981,85575600.23,11574793.69,26293665.3,12769827.31,9880786.2,7120662.81,54745651.67
2011年1月,13820743.94,482954056.3,42665767.27,19577050.04,19365570.97,10642421.39,14864855.21,7064505.97,66423771.43
2011年2月,13820743.94,482954056.3,42665767.27,19577050.04,19365570.97,10642421.39,14864855.21,7064505.97,66423771.43
2011年3月,13820743.94,482954056.3,42665767.27,19577050.04,19365570.97,10642421.39,14864855.21,7064505.97,66423771.43
2011年4月,22464449.4,554194655,73472445.7,20674705.66,21962585.74,10460604.47,14408189.92,7353915.407,65974713.8
2011年5月,22464449.4,554194655,73472445.7,20674705.66,21962585.74,10460604.47,14408189.92,7353915.407,65974713.8
2011年6月,22464449.4,554194655,73472445.7,20674705.66,21962585.74,10460604.47,14408189.92,7353915.407,65974713.8
2011年7月,33835278.9,564960595,80591492.63,21667168.47,22629650.38,11657077.09,14451038,7314823.537,66835076.43
2011年8月,33835278.9,564960595,80591492.63,21667168.47,22629650.38,11657077.09,14451038,7314823.537,66835076.43
2011年9月,33835278.9,564960595,80591492.63,21667168.47,22629650.38,11657077.09,14451038,7314823.537,66835076.43
2011年10月,39627413.43,606529212.3,99088077.53,23912328.54,22975521,12909534.4,14829624.57,8266743.01,69280718.5
2011年11月,39627413.43,606529212.3,99088077.53,23912328.54,22975521,12909534.4,14829624.57,8266743.01,69280718.5
2011年12月,39627413.43,606529212.3,99088077.53,23912328.54,22975521,12909534.4,14829624.57,8266743.01,69280718.5
2012年1月,16328718.14,540383304.3,49913174.23,30095327.63,16547465.85,10758560.41,19919739.54,7961702.75,81915742.2
2012年2月,16328718.14,540383304.3,49913174.23,30095327.63,16547465.85,10758560.41,19919739.54,7961702.75,81915742.2
2012年3月,16328718.14,540383304.3,49913174.23,30095327.63,16547465.85,10758560.41,19919739.54,7961702.75,81915742.2
2012年4月,25006967.53,601639581.3,84880081.27,31367531.14,18884503.39,10520810.16,19605182.97,8548009.093,80902458.8
2012年5月,25006967.53,601639581.3,84880081.27,31367531.14,18884503.39,10520810.16,19605182.97,8548009.093,80902458.8
2012年6月,25006967.53,601639581.3,84880081.27,31367531.14,18884503.39,10520810.16,19605182.97,8548009.093,80902458.8
2012年7月,36808126.4,601126142,92860008.3,32511026.19,19157883.23,11735603.01,19834852.05,8871552.21,80744704.2
2012年8月,36808126.4,601126142,92860008.3,32511026.19,19157883.23,11735603.01,19834852.05,8871552.21,80744704.2
2012年9月,36808126.4,601126142,92860008.3,32511026.19,19157883.23,11735603.01,19834852.05,8871552.21,80744704.2
2012年10月,45397959.27,651006531.7,111707021.3,36132354.9,19824892.47,12976919.72,20060918.47,10152898.5,83335182.2
2012年11月,45397959.27,651006531.7,111707021.3,36132354.9,19824892.47,12976919.72,20060918.47,10152898.5,83335182.2
2012年12月,45397959.27,651006531.7,111707021.3,36132354.9,19824892.47,12976919.72,20060918.47,10152898.5,83335182.2
2013年1月,17133019.46,585609994.3,58734139.2,33052567.69,20768120.19,11785879.52,21847543.2,9771572.79,94645119.97
2013年2月,17133019.46,585609994.3,58734139.2,33052567.69,20768120.19,11785879.52,21847543.2,9771572.79,94645119.97
2013年3月,17133019.46,585609994.3,58734139.2,33052567.69,20768120.19,11785879.52,21847543.2,9771572.79,94645119.97
2013年4月,25826641.57,645644969.3,99304106.27,34406978.67,23315083.06,11523041.37,21384211.62,10126878.92,94223914.83
2013年5月,25826641.57,645644969.3,99304106.27,34406978.67,23315083.06,11523041.37,21384211.62,10126878.92,94223914.83
2013年6月,25826641.57,645644969.3,99304106.27,34406978.67,23315083.06,11523041.37,21384211.62,10126878.92,94223914.83
2013年7月,39327947.23,652840194.3,109117674.8,35888962.47,24168474.52,12840185.39,21665317.64,10421639.08,94198419.9
2013年8月,39327947.23,652840194.3,109117674.8,35888962.47,24168474.52,12840185.39,21665317.64,10421639.08,94198419.9
2013年9月,39327947.23,652840194.3,109117674.8,35888962.47,24168474.52,12840185.39,21665317.64,10421639.08,94198419.9
2013年10月,49131940.5,713301579,131714630.5,39983515.67,24737997.27,14195229.3,21793169.44,11717727.32,97013276.8
2013年11月,49131940.5,713301579,131714630.5,39983515.67,24737997.27,14195229.3,21793169.44,11717727.32,97013276.8
2013年12月,49131940.5,713301579,131714630.5,39983515.67,24737997.27,14195229.3,21793169.44,11717727.32,97013276.8
2014年1月,18004646.04,632426928,68297330.93,36271703.1,24699003.89,12831118.7,23693940.32,11313636.78,107315080.1
2014年2月,18004646.04,632426928,68297330.93,36271703.1,24699003.89,12831118.7,23693940.32,11313636.78,107315080.1
2014年3月,18004646.04,632426928,68297330.93,36271703.1,24699003.89,12831118.7,23693940.32,11313636.78,107315080.1
2014年4月,27874299.28,701756758,114645662.3,37832064.17,28139293.5,12553462.66,22816780.63,11710899.4,107197001.8
2014年5月,27874299.28,701756758,114645662.3,37832064.17,28139293.5,12553462.66,22816780.63,11710899.4,107197001.8
2014年6月,27874299.28,701756758,114645662.3,37832064.17,28139293.5,12553462.66,22816780.63,11710899.4,107197001.8
2014年7月,42102538.37,707421752.3,125192085.9,39187962.4,28976004.47,13921771.1,23304091.57,11894300.4,107847519.1
2014年8月,42102538.37,707421752.3,125192085.9,39187962.4,28976004.47,13921771.1,23304091.57,11894300.4,107847519.1
2014年9月,42102538.37,707421752.3,125192085.9,39187962.4,28976004.47,13921771.1,23304091.57,11894300.4,107847519.1
2014年10月,51315361.97,759033612,150245647.3,43265818.33,29751330.56,15390912.51,24144753.08,13622399.19,110902705
2014年11月,51315361.97,759033612,150245647.3,43265818.33,29751330.56,15390912.51,24144753.08,13622399.19,110902705
2014年12月,51315361.97,759033612,150245647.3,43265818.33,29751330.56,15390912.51,24144753.08,13622399.19,110902705
2015年1月,18901435.29,683583686,79708447.57,39235615.37,29041329.82,13801071.58,25370962.59,12227718.23,119872596.3
2015年2月,18901435.29,683583686,79708447.57,39235615.37,29041329.82,13801071.58,25370962.59,12227718.23,119872596.3
2015年3月,18901435.29,683583686,79708447.57,39235615.37,29041329.82,13801071.58,25370962.59,12227718.23,119872596.3
2015年4月,30235706.48,758458018.7,129826452.8,40913148.2,32844569.24,13508371.01,25132903.04,13523100.78,119709804.1
2015年5月,30235706.48,758458018.7,129826452.8,40913148.2,32844569.24,13508371.01,25132903.04,13523100.78,119709804.1
2015年6月,30235706.48,758458018.7,129826452.8,40913148.2,32844569.24,13508371.01,25132903.04,13523100.78,119709804.1
2015年7月,43619756.07,754176600,139700415.5,42567364.57,33727258.5,15095191.95,25275846.65,13772118.32,121699209.4
2015年8月,43619756.07,754176600,139700415.5,42567364.57,33727258.5,15095191.95,25275846.65,13772118.32,121699209.4
2015年9月,43619756.07,754176600,139700415.5,42567364.57,33727258.5,15095191.95,25275846.65,13772118.32,121699209.4
2015年10月,54417484.97,807664293,168656521.3,47066943.4,34528501.57,16644585.6,25449177.01,15521964.35,125162629.9
2015年11月,54417484.97,807664293,168656521.3,47066943.4,34528501.57,16644585.6,25449177.01,15521964.35,125162629.9
2015年12月,54417484.97,807664293,168656521.3,47066943.4,34528501.57,16644585.6,25449177.01,15521964.35,125162629.9
2016年1月,20541553.46,637946382.3,82619877.97,40764346.53,28216190.81,16373650.26,30134705.1,13707818.71,136537157.8
2016年2月,20541553.46,637946382.3,82619877.97,40764346.53,28216190.81,16373650.26,30134705.1,13707818.71,136537157.8
2016年3月,20541553.46,637946382.3,82619877.97,40764346.53,28216190.81,16373650.26,30134705.1,13707818.71,136537157.8
2016年4月,30924336.23,723211312,137757977.1,42778186.33,32595683.13,16017007.7,29096126.02,14833674.92,136498129.1
2016年5月,30924336.23,723211312,137757977.1,42778186.33,32595683.13,16017007.7,29096126.02,14833674.92,136498129.1
2016年6月,30924336.23,723211312,137757977.1,42778186.33,32595683.13,16017007.7,29096126.02,14833674.92,136498129.1
2016年7月,43053465.13,735851034,147621702.9,44794203.73,33761190.03,17874328.04,29358766.5,15326442.03,138150105.9
2016年8月,43053465.13,735851034,147621702.9,44794203.73,33761190.03,17874328.04,29358766.5,15326442.03,138150105.9
2016年9月,43053465.13,735851034,147621702.9,44794203.73,33761190.03,17874328.04,29358766.5,15326442.03,138150105.9
2016年10月,53520637.67,820201833.3,180091751.2,50047414.77,35215126.47,19765614.33,29203578.78,16840340.18,144953156.3
2016年11月,53520637.67,820201833.3,180091751.2,50047414.77,35215126.47,19765614.33,29203578.78,16840340.18,144953156.3
2016年12月,53520637.67,820201833.3,180091751.2,50047414.77,35215126.47,19765614.33,29203578.78,16840340.18,144953156.3
2017年1月,19795279.54,626658963.7,87137532.33,42875113.97,28223577.09,19028883.44,34724354.23,15169264,152333816.3
2017年2月,19795279.54,626658963.7,87137532.33,42875113.97,28223577.09,19028883.44,34724354.23,15169264,152333816.3
2017年3月,19795279.54,626658963.7,87137532.33,42875113.97,28223577.09,19028883.44,34724354.23,15169264,152333816.3
2017年4月,30407970.19,700637671,145551127.3,44867392.47,32767522.44,18514487.5,32854367.75,16345878.94,153217946.1
2017年5月,30407970.19,700637671,145551127.3,44867392.47,32767522.44,18514487.5,32854367.75,16345878.94,153217946.1
2017年6月,30407970.19,700637671,145551127.3,44867392.47,32767522.44,18514487.5,32854367.75,16345878.94,153217946.1
2017年7月,43626624.03,713265647.7,155694685.9,46870269.4,33782169.53,20653858.08,33753826.07,16341112.02,156251245.2
2017年8月,43626624.03,713265647.7,155694685.9,46870269.4,33782169.53,20653858.08,33753826.07,16341112.02,156251245.2
2017年9月,43626624.03,713265647.7,155694685.9,46870269.4,33782169.53,20653858.08,33753826.07,16341112.02,156251245.2
2017年10月,55075728.43,789972837.3,189906351.3,52372708.93,34661530.37,22814751.5,33025308.34,18515524.34,164029141.1
2017年11月,55075728.43,789972837.3,189906351.3,52372708.93,34661530.37,22814751.5,33025308.34,18515524.34,164029141.1
2017年12月,55075728.43,789972837.3,189906351.3,52372708.93,34661530.37,22814751.5,33025308.34,18515524.34,164029141.1
